trajet_id,ville_depart,ville_arrivee,distance_km,duree_prevue_h,retard_min,prix_billet,nb_passagers,capacite_bus,type_bus,jour_semaine,periode_depart,condition_route,carburant_litre,satisfaction_client
452,Sokodé,Sokodé,613.0,7.4,51.0,6834.0,68.0,40.0,Climatisé,Mercredi,,Mauvaise,36.8,2
453,Sokodé,Tsévié,160.0,6.3,,2049.0,45.0,40.0,Standard,Mardi,Après-midi,Mauvaise,70.4,5
454,Dapaong,,642.0,,36.0,2803.0,18.0,50.0,Climatisé,Vendredi,Matin,Bonne,58.6,4
455,Tsévié,Kara,576.0,9.7,80.0,8177.0,14.0,70.0,Standard,Jeudi,Matin,Mauvaise,33.7,4
456,Dapaong,Lomé,85.0,5.2,148.0,4759.0,67.0,50.0,VIP,Samedi,Après-midi,Moyenne,51.8,5
457,Sokodé,Atakpamé,237.0,6.4,155.0,,,60.0,Standard,Dimanche,Matin,Bonne,43.8,4
458,Atakpamé,Kara,325.0,6.9,136.0,6499.0,7.0,60.0,Climatisé,Mardi,,Moyenne,20.4,5
459,Tsévié,Lomé,475.0,3.7,89.0,10287.0,25.0,50.0,VIP,,,Moyenne,43.6,4
460,Dapaong,Sokodé,68.0,2.9,32.0,,25.0,,Standard,Lundi,Matin,Bonne,31.1,1
461,,Dapaong,333.0,3.1,35.0,9818.0,32.0,50.0,VIP,Lundi,Matin,Bonne,28.7,4
462,Sokodé,Kara,355.0,5.3,75.0,2881.0,24.0,50.0,Standard,Mercredi,,Bonne,,1
463,Lomé,Tsévié,381.0,2.5,10.0,5998.0,9.0,30.0,Standard,Samedi,,Moyenne,66.6,5
464,,Atakpamé,300.0,3.6,98.0,10026.0,56.0,50.0,VIP,Vendredi,Soir,Moyenne,,2
465,Dapaong,Sokodé,486.0,2.6,146.0,2614.0,25.0,50.0,Standard,Samedi,Soir,Mauvaise,27.9,3
466,Atakpamé,Dapaong,543.0,1.7,123.0,8993.0,63.0,30.0,VIP,Jeudi,Matin,Moyenne,71.0,3
467,Atakpamé,Dapaong,411.0,5.6,117.0,10483.0,49.0,60.0,Standard,Lundi,Après-midi,Moyenne,29.7,5
468,Lomé,,416.0,6.2,57.0,3632.0,11.0,40.0,VIP,Mercredi,Matin,Mauvaise,58.9,2
469,Tsévié,Kara,216.0,9.3,,,45.0,40.0,Standard,Lundi,Après-midi,Mauvaise,22.1,2
470,Tsévié,,170.0,7.5,75.0,3669.0,68.0,60.0,Standard,Samedi,Soir,Moyenne,54.0,3
471,Lomé,,394.0,10.5,123.0,11461.0,48.0,30.0,VIP,Samedi,Après-midi,Bonne,56.5,4
472,Sokodé,Tsévié,532.0,8.7,15.0,8596.0,32.0,70.0,VIP,Mercredi,Matin,Mauvaise,30.6,5
473,Lomé,Kara,518.0,10.1,154.0,4060.0,49.0,30.0,Climatisé,Vendredi,Soir,Mauvaise,61.6,3
474,Lomé,Lomé,62.0,7.4,29.0,5351.0,,40.0,,Dimanche,Matin,Moyenne,53.1,3
475,Dapaong,Sokodé,391.0,,101.0,9495.0,,60.0,,Mercredi,Matin,Mauvaise,39.1,1
476,Tsévié,Kara,503.0,11.7,16.0,8138.0,34.0,70.0,,Vendredi,Matin,Moyenne,53.2,1
477,Atakpamé,Tsévié,542.0,5.8,25.0,7423.0,23.0,60.0,VIP,Mardi,Matin,Moyenne,40.2,4
478,Sokodé,Sokodé,352.0,7.0,149.0,3156.0,15.0,60.0,VIP,Dimanche,Matin,,69.4,4
479,Dapaong,Tsévié,70.0,,8.0,8940.0,47.0,70.0,Climatisé,Samedi,Soir,Moyenne,25.4,4
480,Atakpamé,Sokodé,600.0,6.6,164.0,9837.0,69.0,70.0,Standard,Jeudi,Soir,Moyenne,40.9,5
481,,Atakpamé,594.0,5.9,34.0,3836.0,16.0,40.0,Standard,Lundi,,Mauvaise,42.5,5
482,Kara,Atakpamé,197.0,8.5,176.0,11030.0,55.0,50.0,VIP,Mardi,Après-midi,Mauvaise,42.5,2
483,Kara,Sokodé,,2.0,112.0,11534.0,47.0,30.0,Climatisé,Jeudi,Après-midi,Mauvaise,62.2,3
484,Lomé,Atakpamé,,10.5,47.0,4573.0,,30.0,Climatisé,Mardi,Matin,Mauvaise,37.0,1
485,Lomé,Sokodé,629.0,11.8,14.0,9109.0,59.0,40.0,Standard,Mardi,Soir,Bonne,55.8,2
486,Kara,Tsévié,480.0,7.9,173.0,2326.0,53.0,60.0,Standard,Vendredi,Après-midi,,35.8,1
487,Dapaong,Kara,96.0,6.4,98.0,11586.0,,60.0,Standard,,Soir,Mauvaise,28.4,3
488,Sokodé,Sokodé,152.0,6.3,179.0,10176.0,64.0,70.0,VIP,Jeudi,Matin,Moyenne,70.3,1
489,Dapaong,Tsévié,558.0,7.4,103.0,3966.0,7.0,50.0,Standard,Mercredi,Soir,,24.7,4
490,Atakpamé,Tsévié,359.0,9.2,29.0,11934.0,20.0,70.0,Climatisé,Samedi,Après-midi,Bonne,,3
491,Atakpamé,Sokodé,225.0,,165.0,,,30.0,VIP,Jeudi,Après-midi,Moyenne,50.4,2
492,Dapaong,Kara,540.0,4.8,113.0,5089.0,40.0,30.0,VIP,Samedi,Soir,Moyenne,26.9,1
493,,,253.0,2.9,27.0,4895.0,63.0,40.0,VIP,Lundi,Après-midi,Mauvaise,60.0,2
494,Atakpamé,Sokodé,126.0,9.1,,7388.0,,70.0,Standard,Mercredi,Soir,,53.4,5
495,Dapaong,Sokodé,520.0,5.4,150.0,7627.0,6.0,60.0,Standard,Lundi,Après-midi,Mauvaise,28.3,1
496,Kara,Dapaong,104.0,10.3,122.0,7603.0,48.0,60.0,Climatisé,,Soir,Bonne,46.5,2
497,Sokodé,Kara,458.0,6.5,131.0,4102.0,18.0,50.0,VIP,Samedi,Soir,,16.8,4
498,,Lomé,342.0,2.7,151.0,,55.0,50.0,Climatisé,Vendredi,Soir,Mauvaise,50.3,4
499,Tsévié,Sokodé,411.0,12.0,93.0,10736.0,7.0,30.0,Standard,Vendredi,Matin,Moyenne,,1
500,Sokodé,Sokodé,311.0,10.1,172.0,9464.0,58.0,70.0,Standard,Lundi,Après-midi,,76.7,1
501,Lomé,Tsévié,305.0,4.3,64.0,8111.0,23.0,60.0,Standard,Jeudi,Soir,Mauvaise,40.2,1
502,Dapaong,Kara,354.0,2.4,156.0,2377.0,66.0,50.0,VIP,Mercredi,Après-midi,Mauvaise,22.4,1
503,Lomé,Lomé,588.0,1.8,88.0,9448.0,54.0,30.0,VIP,Lundi,,Moyenne,41.6,4
504,Atakpamé,Lomé,528.0,9.8,107.0,11609.0,67.0,30.0,Standard,Vendredi,Soir,Bonne,41.8,5
505,Tsévié,Dapaong,223.0,2.6,119.0,1884.0,29.0,70.0,Standard,Mercredi,Matin,Mauvaise,32.6,2
506,Sokodé,Kara,263.0,4.2,63.0,4663.0,24.0,50.0,Standard,Jeudi,Soir,Bonne,63.4,3
507,Sokodé,Sokodé,601.0,2.5,106.0,6656.0,26.0,30.0,VIP,Mardi,Matin,Moyenne,16.4,2
508,Atakpamé,Atakpamé,324.0,,14.0,8106.0,42.0,40.0,Standard,Vendredi,Matin,Mauvaise,,2
509,Dapaong,Kara,89.0,5.0,54.0,7353.0,43.0,,,Lundi,Matin,Bonne,69.3,2
510,Kara,Dapaong,628.0,,59.0,1535.0,41.0,40.0,Standard,Jeudi,Soir,Moyenne,43.7,4
511,Kara,Lomé,436.0,9.0,51.0,10936.0,5.0,30.0,VIP,Lundi,Matin,,,5
512,Tsévié,Dapaong,519.0,,68.0,2220.0,21.0,70.0,VIP,Samedi,Soir,Moyenne,39.5,4
513,Sokodé,,368.0,5.1,49.0,7602.0,54.0,70.0,VIP,Mardi,Matin,Mauvaise,29.8,2
514,Dapaong,Sokodé,264.0,7.4,151.0,4368.0,13.0,,Climatisé,Mercredi,Matin,Bonne,18.8,2
515,Sokodé,Lomé,279.0,8.1,,6417.0,38.0,,VIP,Samedi,Matin,Mauvaise,28.8,5
516,Sokodé,Lomé,404.0,5.8,69.0,2094.0,43.0,70.0,Standard,Vendredi,Matin,Bonne,18.1,5
517,Lomé,Sokodé,379.0,9.9,109.0,2425.0,38.0,70.0,Standard,Dimanche,,Moyenne,28.7,5
518,Kara,Tsévié,,9.4,81.0,10233.0,36.0,30.0,Standard,Vendredi,Matin,Mauvaise,36.9,2
519,Dapaong,,517.0,10.5,108.0,8644.0,50.0,50.0,VIP,Samedi,Après-midi,Moyenne,47.9,3
520,Tsévié,Lomé,236.0,,19.0,5552.0,12.0,50.0,VIP,Mercredi,Après-midi,Mauvaise,66.5,1
521,Sokodé,Kara,106.0,7.6,102.0,4468.0,43.0,60.0,Climatisé,Mardi,Soir,Mauvaise,22.3,3
522,Dapaong,Dapaong,562.0,9.2,96.0,10386.0,,50.0,VIP,Vendredi,Matin,,71.8,3
523,Tsévié,Dapaong,399.0,1.7,156.0,8526.0,35.0,30.0,Climatisé,Lundi,Après-midi,Moyenne,41.2,4
524,,Kara,629.0,7.9,23.0,9198.0,64.0,60.0,VIP,Samedi,Après-midi,Bonne,38.0,5
525,Dapaong,Lomé,232.0,5.3,95.0,6138.0,24.0,60.0,VIP,Mercredi,Soir,Mauvaise,69.2,3
526,Kara,Atakpamé,606.0,,,10076.0,21.0,70.0,VIP,Samedi,Soir,Mauvaise,62.6,1
527,Atakpamé,Atakpamé,146.0,10.2,6.0,7946.0,22.0,60.0,Climatisé,Dimanche,Soir,Mauvaise,69.8,1
528,Kara,Kara,281.0,4.1,16.0,,66.0,70.0,,Mercredi,Après-midi,,73.0,2
529,Dapaong,Sokodé,437.0,9.8,155.0,4302.0,14.0,50.0,Standard,Mardi,Après-midi,Bonne,,4
530,Kara,Lomé,266.0,2.9,172.0,7363.0,46.0,30.0,Climatisé,Mardi,Après-midi,Moyenne,68.1,5
531,Tsévié,Lomé,368.0,9.7,131.0,4233.0,48.0,30.0,VIP,Mercredi,,Moyenne,35.3,2
532,Tsévié,Sokodé,600.0,,164.0,8487.0,62.0,40.0,VIP,Lundi,Après-midi,Moyenne,17.6,4
533,Lomé,Sokodé,519.0,10.2,,5042.0,64.0,70.0,VIP,Mardi,Après-midi,Bonne,29.8,3
534,Kara,,496.0,7.0,47.0,11011.0,49.0,40.0,Climatisé,Vendredi,Matin,Moyenne,36.6,4
535,Dapaong,Dapaong,559.0,9.6,106.0,8554.0,59.0,50.0,Climatisé,Mercredi,Soir,Mauvaise,61.0,3
536,Tsévié,Kara,188.0,,64.0,8184.0,57.0,30.0,VIP,Samedi,Soir,Mauvaise,72.3,3
537,Kara,Atakpamé,618.0,2.1,84.0,6730.0,36.0,50.0,VIP,Samedi,Après-midi,Moyenne,,3
538,Lomé,Dapaong,443.0,6.9,177.0,10213.0,45.0,40.0,Standard,Lundi,Après-midi,Mauvaise,26.0,3
539,Lomé,Atakpamé,,7.4,60.0,9154.0,57.0,40.0,Climatisé,,Matin,Mauvaise,,1
540,Kara,Lomé,261.0,11.0,33.0,6576.0,56.0,50.0,VIP,Samedi,Après-midi,Moyenne,58.0,2
541,Dapaong,Tsévié,180.0,7.3,35.0,8034.0,30.0,30.0,Standard,Mercredi,Soir,Moyenne,39.4,1
542,Dapaong,Lomé,614.0,11.0,92.0,5481.0,20.0,30.0,Climatisé,Mardi,Après-midi,Bonne,44.0,1
543,Sokodé,Lomé,389.0,,82.0,2467.0,69.0,50.0,VIP,Mercredi,,,37.8,3
544,Dapaong,Tsévié,276.0,6.0,124.0,11705.0,26.0,,Climatisé,Mercredi,Après-midi,,31.2,2
545,Tsévié,Dapaong,469.0,,92.0,10075.0,62.0,50.0,,Samedi,Après-midi,Moyenne,40.3,5
546,Atakpamé,Lomé,505.0,5.2,73.0,5681.0,65.0,50.0,VIP,Vendredi,Matin,Mauvaise,,5
547,Tsévié,Tsévié,273.0,5.1,28.0,3753.0,43.0,40.0,VIP,Mercredi,Après-midi,Bonne,,3
548,Dapaong,Atakpamé,643.0,3.2,173.0,2035.0,10.0,50.0,Climatisé,Mardi,Matin,Moyenne,25.7,5
549,,Atakpamé,400.0,3.3,127.0,5069.0,13.0,60.0,VIP,Mardi,Soir,Mauvaise,32.5,4
550,,Sokodé,346.0,10.4,56.0,9096.0,64.0,50.0,VIP,Jeudi,Matin,Bonne,32.9,2
551,Sokodé,Lomé,420.0,9.3,52.0,,61.0,,Climatisé,Mercredi,Après-midi,Mauvaise,61.9,5
552,Tsévié,Atakpamé,71.0,6.1,38.0,5789.0,54.0,50.0,VIP,Samedi,Après-midi,Bonne,29.7,4
553,Sokodé,Lomé,405.0,,52.0,3248.0,58.0,60.0,,Mercredi,Matin,Moyenne,60.8,5
554,Dapaong,Kara,249.0,3.1,131.0,,63.0,30.0,VIP,Samedi,Soir,,42.3,5
555,Dapaong,Dapaong,629.0,3.7,72.0,10264.0,66.0,70.0,Climatisé,Mardi,Soir,Moyenne,20.9,4
556,Atakpamé,Kara,82.0,7.7,69.0,5961.0,38.0,40.0,Climatisé,Mardi,Soir,,44.8,1
557,Sokodé,Sokodé,379.0,2.6,139.0,2687.0,18.0,50.0,VIP,Mardi,,Moyenne,36.4,5
558,Sokodé,Kara,237.0,8.5,82.0,11596.0,60.0,30.0,Standard,Mardi,Après-midi,Mauvaise,69.1,2
559,Dapaong,Lomé,399.0,4.9,165.0,5197.0,13.0,70.0,VIP,Mercredi,Soir,Mauvaise,39.3,1
560,Atakpamé,Atakpamé,369.0,,93.0,8467.0,46.0,70.0,Climatisé,Vendredi,Après-midi,Bonne,33.7,4
561,,Dapaong,220.0,8.1,75.0,3996.0,42.0,40.0,VIP,Jeudi,Matin,Mauvaise,47.6,4
562,Tsévié,Sokodé,74.0,6.1,88.0,4798.0,22.0,40.0,VIP,Mardi,Soir,Moyenne,72.1,3
563,Lomé,Sokodé,538.0,7.2,79.0,8905.0,49.0,50.0,VIP,Dimanche,Soir,Bonne,17.9,3
564,Sokodé,Dapaong,,,,,58.0,60.0,Climatisé,Lundi,Soir,Bonne,17.5,3
565,Lomé,Atakpamé,581.0,1.9,126.0,7842.0,67.0,,VIP,Mardi,Matin,Moyenne,,4
566,Tsévié,,502.0,2.1,17.0,,10.0,40.0,VIP,Vendredi,Soir,,44.6,5
567,,Atakpamé,209.0,5.7,115.0,2256.0,24.0,40.0,Standard,Jeudi,Soir,,38.9,2
568,Lomé,Tsévié,61.0,10.4,56.0,10381.0,16.0,40.0,Climatisé,Lundi,Soir,Mauvaise,24.3,2
569,Dapaong,Sokodé,,8.8,59.0,,69.0,60.0,Standard,Samedi,Après-midi,Mauvaise,22.4,2
570,Dapaong,Atakpamé,223.0,8.3,54.0,10316.0,68.0,40.0,VIP,Mardi,Soir,Bonne,30.2,1
571,,Lomé,481.0,11.5,0.0,2228.0,46.0,30.0,Climatisé,Dimanche,Après-midi,Bonne,40.5,1
572,Lomé,Sokodé,251.0,10.9,15.0,6920.0,45.0,30.0,Standard,Mardi,,Moyenne,45.4,5
573,Atakpamé,Kara,332.0,6.0,6.0,6494.0,25.0,,VIP,,Soir,Mauvaise,31.4,2
574,Lomé,Tsévié,232.0,9.3,126.0,8873.0,56.0,30.0,VIP,Lundi,Soir,Bonne,76.3,1
575,Lomé,Sokodé,84.0,6.8,117.0,,35.0,70.0,VIP,Mercredi,Matin,Bonne,42.9,5
576,Tsévié,Atakpamé,217.0,8.8,15.0,,26.0,60.0,Climatisé,Mercredi,Soir,Mauvaise,58.5,5
577,Tsévié,Tsévié,457.0,6.2,138.0,11390.0,,,Climatisé,Jeudi,Matin,Moyenne,52.0,3
578,Lomé,Dapaong,590.0,7.6,147.0,2312.0,46.0,40.0,VIP,Vendredi,Soir,Moyenne,74.1,4
579,Lomé,Dapaong,193.0,3.2,157.0,5078.0,,70.0,Climatisé,Samedi,Après-midi,Moyenne,30.9,5
580,Dapaong,Atakpamé,,9.3,166.0,11498.0,69.0,70.0,Climatisé,Mardi,Après-midi,Bonne,42.6,5
581,Dapaong,Lomé,505.0,2.0,62.0,4151.0,,60.0,VIP,Lundi,Matin,Mauvaise,62.3,2
582,Lomé,Tsévié,309.0,,113.0,,33.0,60.0,VIP,Mardi,Après-midi,Mauvaise,45.5,4
583,Kara,Kara,507.0,7.3,61.0,6770.0,37.0,60.0,VIP,,Après-midi,Bonne,46.9,1
584,Kara,Sokodé,610.0,8.3,168.0,2460.0,,60.0,,Samedi,Matin,Moyenne,70.2,5
585,Lomé,Sokodé,359.0,4.5,169.0,10070.0,16.0,,Standard,Dimanche,Soir,Mauvaise,,4
586,Atakpamé,Atakpamé,247.0,10.9,97.0,2738.0,6.0,30.0,VIP,Lundi,Matin,Bonne,79.0,1
587,Tsévié,Sokodé,328.0,6.8,54.0,6426.0,,50.0,Climatisé,Jeudi,Matin,Bonne,50.4,2
588,Tsévié,Tsévié,532.0,2.8,92.0,10105.0,66.0,40.0,Standard,Dimanche,Matin,Bonne,55.7,4
589,Dapaong,Atakpamé,360.0,10.9,6.0,2688.0,18.0,30.0,VIP,,Matin,Moyenne,79.0,5
590,Tsévié,Atakpamé,119.0,7.5,2.0,1565.0,11.0,40.0,Standard,Lundi,Soir,Mauvaise,45.0,2
591,Sokodé,Tsévié,606.0,8.7,,1710.0,18.0,30.0,Standard,Mercredi,Soir,Mauvaise,,1
592,Atakpamé,,125.0,5.3,47.0,2731.0,,70.0,VIP,Dimanche,Après-midi,Mauvaise,21.7,2
593,Tsévié,Dapaong,400.0,10.5,50.0,,51.0,50.0,Climatisé,Samedi,Après-midi,Bonne,68.8,5
594,,Sokodé,597.0,8.0,12.0,10901.0,56.0,60.0,VIP,Dimanche,Matin,Bonne,52.4,5
595,Dapaong,Dapaong,331.0,7.9,148.0,,58.0,30.0,Climatisé,Lundi,Après-midi,Moyenne,44.3,5
596,Sokodé,Tsévié,627.0,5.1,90.0,11974.0,,60.0,Climatisé,Vendredi,Soir,Mauvaise,79.5,1
597,Tsévié,,164.0,11.2,75.0,6996.0,57.0,60.0,Climatisé,Jeudi,Soir,Mauvaise,21.4,1
598,Tsévié,Atakpamé,314.0,11.7,77.0,,5.0,30.0,VIP,Vendredi,Matin,Moyenne,42.0,5
599,,Atakpamé,154.0,8.5,101.0,10948.0,12.0,70.0,Standard,Dimanche,Soir,Moyenne,32.7,2
600,Tsévié,Sokodé,251.0,1.7,24.0,5607.0,13.0,40.0,Climatisé,Mercredi,Soir,Moyenne,76.7,4
601,Tsévié,Dapaong,367.0,10.0,114.0,,69.0,,VIP,Mercredi,,,28.1,3
602,Kara,Tsévié,131.0,6.7,81.0,1661.0,44.0,60.0,Standard,Mercredi,Soir,Bonne,66.0,3
603,Dapaong,Sokodé,173.0,11.7,51.0,2175.0,61.0,30.0,Climatisé,Mercredi,Soir,Bonne,42.6,2
604,Dapaong,Kara,67.0,4.2,24.0,2770.0,63.0,50.0,Climatisé,Dimanche,Soir,Mauvaise,30.3,4
605,,Kara,397.0,2.3,5.0,9443.0,37.0,50.0,VIP,Samedi,Soir,Bonne,35.1,4
606,Kara,,366.0,10.4,65.0,10284.0,14.0,,Standard,Mercredi,Après-midi,Moyenne,67.1,3
607,Tsévié,Tsévié,245.0,6.8,50.0,8876.0,,50.0,VIP,Vendredi,Soir,Moyenne,50.9,3
608,Tsévié,Tsévié,342.0,5.3,25.0,6148.0,37.0,30.0,Standard,Samedi,Soir,Mauvaise,20.6,3
609,Atakpamé,Kara,605.0,6.0,56.0,9563.0,51.0,60.0,Climatisé,Dimanche,Matin,Mauvaise,65.0,3
610,Kara,Atakpamé,396.0,11.4,163.0,9533.0,34.0,60.0,VIP,Dimanche,Matin,Moyenne,22.2,3
611,Sokodé,Dapaong,564.0,2.0,76.0,4953.0,8.0,30.0,VIP,Lundi,Soir,Mauvaise,63.5,5
612,Kara,Tsévié,460.0,7.2,23.0,2748.0,9.0,60.0,Climatisé,Mardi,Matin,Moyenne,64.2,4
613,Atakpamé,Lomé,456.0,3.9,54.0,7706.0,61.0,50.0,Standard,Lundi,Soir,Bonne,56.8,5
614,Kara,Lomé,627.0,10.3,86.0,5030.0,59.0,40.0,Climatisé,Vendredi,Après-midi,Mauvaise,17.7,1
615,Atakpamé,Kara,244.0,7.6,148.0,3049.0,24.0,60.0,VIP,Mardi,Soir,Bonne,,5
616,Lomé,Dapaong,153.0,6.7,149.0,,20.0,50.0,Standard,Mardi,Soir,Bonne,71.7,5
617,Atakpamé,Tsévié,362.0,,166.0,8212.0,7.0,40.0,,Samedi,Matin,Mauvaise,51.6,5
618,Tsévié,Sokodé,399.0,5.0,111.0,8002.0,67.0,50.0,VIP,Jeudi,Après-midi,Moyenne,67.9,2
619,Atakpamé,Sokodé,638.0,10.0,103.0,,17.0,50.0,Climatisé,Jeudi,Soir,Mauvaise,52.9,1
620,Dapaong,Kara,516.0,7.7,95.0,8197.0,15.0,70.0,,Vendredi,Après-midi,Mauvaise,33.7,3
621,Tsévié,Tsévié,542.0,10.4,95.0,3275.0,40.0,30.0,Climatisé,Lundi,,Mauvaise,54.0,2
622,Kara,Kara,121.0,7.7,62.0,8495.0,69.0,60.0,VIP,Mercredi,Soir,Bonne,,5
623,Kara,Sokodé,542.0,3.3,116.0,7792.0,,50.0,Standard,Lundi,Matin,Mauvaise,46.2,1
624,Dapaong,Lomé,,9.6,129.0,9757.0,23.0,50.0,Standard,Samedi,Soir,Mauvaise,27.9,4
625,Kara,Lomé,368.0,10.5,164.0,9278.0,14.0,40.0,VIP,Jeudi,Soir,Bonne,21.5,2
626,Lomé,Atakpamé,462.0,9.7,108.0,2420.0,47.0,70.0,Climatisé,Jeudi,Après-midi,Moyenne,45.6,2
627,Sokodé,Lomé,,6.2,24.0,2458.0,63.0,70.0,VIP,Mardi,Matin,Mauvaise,41.1,3
628,Kara,Sokodé,157.0,8.5,54.0,2763.0,,40.0,Standard,Vendredi,Soir,Mauvaise,66.7,2
629,Atakpamé,Kara,327.0,9.6,151.0,3757.0,,50.0,,Samedi,Soir,,16.8,1
630,Lomé,Sokodé,630.0,4.6,42.0,11757.0,42.0,50.0,Climatisé,,Matin,Moyenne,64.4,4
631,Tsévié,,533.0,2.8,56.0,5054.0,47.0,40.0,Standard,Jeudi,Soir,Bonne,16.7,5
632,Atakpamé,Sokodé,572.0,11.6,66.0,6814.0,8.0,40.0,Climatisé,Mercredi,,Moyenne,70.1,3
633,Tsévié,,115.0,11.3,15.0,6589.0,29.0,50.0,Climatisé,Dimanche,Matin,Bonne,45.3,5
634,Atakpamé,Lomé,557.0,8.7,58.0,1815.0,31.0,60.0,Climatisé,Lundi,Matin,Bonne,61.0,2
635,Lomé,Tsévié,241.0,7.7,141.0,7508.0,24.0,30.0,Standard,Jeudi,Soir,Mauvaise,37.1,3
636,Lomé,Lomé,316.0,11.6,126.0,4351.0,52.0,70.0,Standard,Mardi,,Mauvaise,36.8,4
637,Kara,Sokodé,442.0,9.7,101.0,1542.0,34.0,50.0,VIP,Vendredi,Soir,Mauvaise,64.4,5
638,Sokodé,Atakpamé,,6.1,98.0,3821.0,63.0,50.0,Standard,Mardi,Après-midi,Moyenne,21.1,2
639,Atakpamé,Sokodé,533.0,10.7,154.0,,15.0,50.0,Standard,Jeudi,Soir,Bonne,50.8,3
640,Tsévié,Tsévié,309.0,10.3,5.0,3120.0,9.0,60.0,Climatisé,Mardi,Matin,Bonne,40.6,2
641,Atakpamé,Tsévié,384.0,7.2,32.0,10674.0,41.0,40.0,Climatisé,Mardi,Matin,Mauvaise,37.5,1
642,Tsévié,Dapaong,425.0,5.2,1.0,8198.0,11.0,70.0,Standard,Lundi,Soir,Bonne,73.6,5
643,Lomé,Dapaong,143.0,5.3,25.0,6187.0,25.0,70.0,Standard,Samedi,Matin,Mauvaise,29.5,2
644,Sokodé,Lomé,284.0,7.3,172.0,3542.0,5.0,30.0,Standard,Vendredi,Après-midi,Mauvaise,77.7,2
645,Tsévié,Sokodé,121.0,10.7,26.0,3739.0,34.0,60.0,Standard,Mercredi,Après-midi,,34.4,3
646,Atakpamé,Lomé,645.0,5.9,,10198.0,45.0,70.0,VIP,Jeudi,Soir,Moyenne,57.8,1
647,Lomé,Dapaong,99.0,2.6,73.0,11620.0,45.0,30.0,Climatisé,Dimanche,,Mauvaise,,3
648,Kara,Dapaong,,4.9,108.0,9975.0,14.0,,VIP,Dimanche,Soir,Bonne,56.3,2
649,Kara,Sokodé,336.0,1.6,94.0,2374.0,8.0,50.0,,Mardi,Matin,Moyenne,54.9,5
650,Dapaong,Atakpamé,515.0,10.7,30.0,10976.0,15.0,60.0,VIP,Mardi,Soir,Bonne,20.6,4
651,Dapaong,Lomé,539.0,4.1,135.0,4650.0,37.0,40.0,Climatisé,Lundi,Matin,Moyenne,63.3,2
652,Sokodé,Sokodé,390.0,11.6,85.0,2629.0,59.0,50.0,VIP,Lundi,Soir,Moyenne,21.0,4
653,Kara,Dapaong,82.0,5.5,37.0,10575.0,55.0,70.0,VIP,Mardi,Après-midi,Bonne,76.2,1
654,Lomé,Lomé,497.0,7.1,105.0,2650.0,67.0,50.0,VIP,,Soir,Bonne,37.3,1
655,Tsévié,Tsévié,66.0,9.5,138.0,4539.0,,60.0,VIP,Mardi,,Mauvaise,33.9,1
656,Dapaong,,515.0,1.9,10.0,9720.0,41.0,70.0,Climatisé,Samedi,Soir,Mauvaise,24.4,2
657,Sokodé,Kara,317.0,5.8,103.0,5695.0,30.0,30.0,Climatisé,Samedi,Matin,Mauvaise,28.9,4
658,Tsévié,,625.0,5.7,126.0,6537.0,10.0,70.0,VIP,Mercredi,Soir,Moyenne,65.1,2
659,Kara,Atakpamé,107.0,1.9,123.0,4795.0,45.0,70.0,Climatisé,,Matin,Mauvaise,43.1,4
660,Tsévié,Sokodé,144.0,8.9,141.0,10137.0,6.0,50.0,VIP,Jeudi,Soir,Bonne,35.0,2
661,Sokodé,Sokodé,401.0,,11.0,2241.0,43.0,50.0,VIP,Lundi,,Mauvaise,75.4,5
662,Tsévié,Tsévié,175.0,7.7,46.0,8234.0,51.0,50.0,Standard,Samedi,Après-midi,Bonne,52.7,1
663,,Atakpamé,362.0,6.0,41.0,9736.0,19.0,30.0,Standard,Dimanche,Soir,Mauvaise,60.2,3
664,Sokodé,Lomé,312.0,3.6,37.0,1529.0,,,Standard,Samedi,Soir,Bonne,32.5,1
665,Lomé,Lomé,51.0,3.5,108.0,10254.0,23.0,50.0,VIP,Dimanche,Après-midi,Moyenne,76.3,4
666,Atakpamé,Dapaong,494.0,8.5,62.0,3521.0,14.0,50.0,,,Soir,Bonne,26.7,4
667,Atakpamé,Lomé,398.0,6.6,159.0,8470.0,58.0,60.0,Standard,Lundi,Après-midi,,,2
668,Sokodé,Kara,451.0,8.3,56.0,6107.0,64.0,70.0,Standard,Vendredi,Après-midi,Bonne,,4
669,Atakpamé,Atakpamé,586.0,11.1,5.0,5164.0,26.0,,Climatisé,Samedi,,Moyenne,18.9,2
670,Sokodé,Dapaong,88.0,8.2,33.0,6472.0,53.0,50.0,Climatisé,,Matin,Mauvaise,54.9,1
671,Kara,Sokodé,95.0,2.2,110.0,11839.0,16.0,,,Dimanche,,Bonne,40.0,4
672,Dapaong,Atakpamé,428.0,8.5,,7765.0,10.0,50.0,Standard,Dimanche,Après-midi,,48.4,4
673,Sokodé,Sokodé,184.0,1.7,121.0,,60.0,30.0,VIP,Mercredi,Soir,Bonne,68.1,1
674,Tsévié,Tsévié,256.0,11.5,178.0,11624.0,57.0,60.0,Standard,,Après-midi,Moyenne,69.6,1
675,Tsévié,Atakpamé,68.0,4.3,125.0,6297.0,24.0,30.0,Climatisé,Dimanche,Après-midi,Mauvaise,27.2,4
676,Lomé,Sokodé,83.0,7.2,112.0,3910.0,37.0,40.0,Standard,Vendredi,Soir,Moyenne,20.1,2
