trajet_id,ville_depart,ville_arrivee,distance_km,duree_prevue_h,retard_min,prix_billet,nb_passagers,capacite_bus,type_bus,jour_semaine,periode_depart,condition_route,carburant_litre,satisfaction_client,taux_remplissage,retard_par_km,retard_par_heure,conso_par_km,efficacite_economique,revenu_trajet,vitesse_moyenne,retard_significatif,categorie_remplissage
1101,Lomé,Kara,344.0,3.3,173.0,9137.0,24.0,30.0,Standard,Vendredi,Soir,Bonne,23.2,3,80.0,0.502906976744186,52.42424242424243,0.06744186046511627,341.1570247933884,219288.0,104.24242424242425,1,Moyen
1102,Kara,Lomé,499.0,11.7,31.0,5184.0,70.0,70.0,Standard,Vendredi,Soir,Moyenne,43.1,3,100.0,0.06212424849699399,2.64957264957265,0.08637274549098196,792.063492063492,362880.0,42.649572649572654,1,Élevé
1103,Tsévié,Sokodé,433.0,3.0,41.0,11807.0,51.0,60.0,VIP,Mercredi,Soir,Bonne,47.349999999999994,3,85.0,0.09468822170900693,13.666666666666666,0.10935334872979213,456.73216132368157,602157.0,144.33333333333334,1,Élevé
1104,Atakpamé,Kara,142.0,6.9,69.0,11405.0,30.0,30.0,VIP,Samedi,Soir,Bonne,78.1,3,100.0,0.4859154929577465,10.0,0.5499999999999999,53.8558786346397,342150.0,20.579710144927535,1,Élevé
1105,Dapaong,Sokodé,323.0,6.9,73.0,6835.0,14.0,60.0,VIP,Samedi,Soir,Moyenne,51.4,5,23.333333333333332,0.2260061919504644,10.579710144927535,0.15913312693498452,86.29770992366413,95690.0,46.81159420289855,1,Faible
1106,Sokodé,Lomé,620.0,11.1,41.0,3223.0,28.0,50.0,Standard,Mercredi,Matin,Moyenne,69.3,2,56.00000000000001,0.06612903225806452,3.6936936936936937,0.1117741935483871,246.94167852062589,90244.0,55.85585585585586,1,Moyen
1107,Dapaong,Atakpamé,421.0,2.4,176.0,4447.0,23.0,70.0,Climatisé,Vendredi,Matin,Mauvaise,74.0,1,32.857142857142854,0.4180522565320665,73.33333333333334,0.17577197149643706,129.10666666666665,102281.0,175.41666666666669,1,Faible
1108,Dapaong,Atakpamé,144.0,8.0,43.0,3758.0,48.0,50.0,VIP,Jeudi,Après-midi,Mauvaise,34.6,2,96.0,0.2986111111111111,5.375,0.24027777777777778,194.1573033707865,180384.0,18.0,1,Élevé
1109,Dapaong,Atakpamé,355.0,3.3,120.0,5727.0,6.0,50.0,VIP,Mercredi,Soir,Bonne,34.9,5,12.0,0.3380281690140845,36.36363636363637,0.09830985915492957,59.33147632311978,34362.0,107.57575757575758,1,Faible
1110,Sokodé,Tsévié,169.0,8.3,13.0,10035.0,30.0,30.0,VIP,Mercredi,Soir,Moyenne,42.7,1,100.0,0.07692307692307693,1.5662650602409638,0.25266272189349115,116.0183066361556,301050.0,20.361445783132528,0,Élevé
1111,Atakpamé,Sokodé,155.0,7.5,52.0,6249.0,54.0,70.0,Standard,Samedi,Matin,Bonne,45.9,4,77.14285714285715,0.33548387096774196,6.933333333333334,0.29612903225806453,178.46481876332624,337446.0,20.666666666666668,1,Moyen
1112,Dapaong,Dapaong,154.0,6.9,132.0,7034.0,5.0,50.0,Climatisé,Mercredi,Matin,Moyenne,23.5,4,10.0,0.8571428571428571,19.130434782608695,0.1525974025974026,31.428571428571427,35170.0,22.318840579710145,1,Faible
1113,Tsévié,Atakpamé,355.0,2.0,93.0,8429.0,30.0,30.0,Standard,Vendredi,Après-midi,Mauvaise,25.1,5,100.0,0.2619718309859155,46.5,0.07070422535211268,408.04597701149424,252870.0,177.5,1,Élevé
1114,Lomé,Tsévié,356.0,2.7,93.0,5393.0,10.0,60.0,Climatisé,Samedi,Soir,Mauvaise,53.2,2,16.666666666666664,0.2612359550561798,34.44444444444444,0.149438202247191,65.68265682656826,53930.0,131.85185185185185,1,Faible
1115,Kara,Dapaong,330.0,8.9,169.0,9538.0,50.0,50.0,Climatisé,Mercredi,Matin,Bonne,47.349999999999994,5,100.0,0.5121212121212121,18.98876404494382,0.14348484848484847,341.2616339193382,476900.0,37.078651685393254,1,Élevé
1116,Atakpamé,Atakpamé,80.0,3.8,10.0,2332.0,60.0,60.0,VIP,Lundi,Soir,Mauvaise,24.9,3,100.0,0.125,2.6315789473684212,0.31124999999999997,185.32818532818533,139920.0,21.05263157894737,0,Élevé
1117,Atakpamé,Sokodé,179.0,1.5,173.0,3605.0,37.0,70.0,VIP,Jeudi,Après-midi,Mauvaise,26.4,5,52.85714285714286,0.9664804469273743,115.33333333333333,0.14748603351955306,241.71532846715328,133385.0,119.33333333333333,1,Moyen
1118,Atakpamé,Sokodé,127.0,10.7,31.0,9630.0,10.0,40.0,Standard,Vendredi,Soir,Bonne,37.0,5,25.0,0.2440944881889764,2.897196261682243,0.29133858267716534,33.421052631578945,96300.0,11.869158878504674,1,Faible
1119,Sokodé,Kara,429.0,11.7,160.0,9511.0,32.0,50.0,VIP,Jeudi,Après-midi,Moyenne,59.7,3,64.0,0.372960372960373,13.675213675213676,0.13916083916083916,226.16144975288302,304352.0,36.66666666666667,1,Moyen
1120,Atakpamé,Sokodé,124.0,4.5,93.0,9576.0,21.0,60.0,Standard,Mercredi,Matin,Mauvaise,46.2,4,35.0,0.75,20.666666666666668,0.37258064516129036,55.16949152542372,201096.0,27.555555555555557,1,Faible
1121,Kara,Sokodé,536.0,5.1,65.0,10317.0,40.0,40.0,VIP,Mardi,Après-midi,Moyenne,62.0,5,100.0,0.12126865671641791,12.745098039215687,0.11567164179104478,340.3174603174603,412680.0,105.09803921568628,1,Élevé
1122,Kara,Kara,552.0,4.7,77.0,4099.0,41.0,70.0,VIP,Lundi,Après-midi,Moyenne,18.6,1,58.57142857142858,0.13949275362318841,16.382978723404253,0.03369565217391304,1154.6938775510203,168059.0,117.44680851063829,1,Moyen
1123,Atakpamé,Atakpamé,253.0,8.3,81.0,11748.0,30.0,30.0,Climatisé,Jeudi,Après-midi,Moyenne,28.5,1,100.0,0.3201581027667984,9.759036144578312,0.11264822134387352,257.2881355932203,352440.0,30.481927710843372,1,Élevé
1124,Tsévié,Sokodé,593.0,6.0,147.0,3650.0,30.0,30.0,Climatisé,Mercredi,Soir,Bonne,32.7,1,100.0,0.2478920741989882,24.5,0.05514333895446881,527.8931750741839,109500.0,98.83333333333333,1,Élevé
1125,Sokodé,Sokodé,392.0,2.3,150.0,6483.0,29.0,50.0,Standard,Mardi,Soir,Moyenne,74.3,2,57.99999999999999,0.3826530612244898,65.21739130434783,0.1895408163265306,150.96945551128817,188007.0,170.43478260869566,1,Moyen
1126,Dapaong,Dapaong,427.0,8.1,126.0,4586.0,6.0,70.0,Climatisé,Dimanche,Soir,Mauvaise,32.6,1,8.571428571428571,0.29508196721311475,15.555555555555555,0.07634660421545668,76.25,27516.0,52.71604938271605,1,Faible
1127,Atakpamé,Lomé,292.0,9.6,114.0,2796.0,68.0,70.0,VIP,Samedi,Soir,Mauvaise,46.9,5,97.14285714285714,0.3904109589041096,11.875,0.16061643835616438,414.5302713987474,190128.0,30.416666666666668,1,Élevé
1128,Lomé,Sokodé,646.0,11.4,52.0,2202.0,40.0,40.0,VIP,Lundi,Après-midi,Bonne,72.0,2,100.0,0.0804953560371517,4.56140350877193,0.11145510835913312,353.972602739726,88080.0,56.666666666666664,1,Élevé
1129,Atakpamé,Lomé,242.0,5.7,58.0,8171.0,40.0,40.0,Climatisé,Jeudi,Soir,Mauvaise,37.2,3,100.0,0.2396694214876033,10.175438596491228,0.15371900826446283,253.40314136125653,326840.0,42.45614035087719,1,Élevé
1130,Tsévié,Atakpamé,605.0,2.4,109.0,4515.0,70.0,70.0,Climatisé,Dimanche,Soir,Mauvaise,64.1,1,100.0,0.18016528925619835,45.41666666666667,0.10595041322314049,650.5376344086022,316050.0,252.08333333333334,1,Élevé
1131,Atakpamé,Kara,355.0,3.4,166.0,7072.0,30.0,30.0,Standard,Dimanche,Après-midi,Moyenne,31.0,2,100.0,0.4676056338028169,48.82352941176471,0.08732394366197183,332.8125,212160.0,104.41176470588236,1,Élevé
1132,Dapaong,Atakpamé,379.0,6.4,57.0,2202.0,33.0,60.0,VIP,Jeudi,Matin,Moyenne,64.9,2,55.00000000000001,0.1503957783641161,8.90625,0.1712401055408971,189.7875569044006,72666.0,59.21875,1,Moyen
1133,Tsévié,Dapaong,166.0,8.7,51.0,11274.0,14.0,70.0,Standard,Jeudi,Après-midi,Mauvaise,15.0,3,20.0,0.3072289156626506,5.862068965517242,0.09036144578313253,145.25,157836.0,19.080459770114945,1,Faible
1134,Atakpamé,Sokodé,71.0,8.4,88.0,5629.0,42.0,50.0,Standard,Mercredi,Soir,Moyenne,74.6,5,84.0,1.2394366197183098,10.476190476190476,1.0507042253521126,39.44444444444445,236418.0,8.452380952380953,1,Élevé
1135,Kara,Sokodé,454.0,9.8,44.0,3595.0,21.0,30.0,VIP,Vendredi,Matin,Moyenne,34.9,5,70.0,0.09691629955947137,4.489795918367347,0.07687224669603523,265.57103064066854,75495.0,46.326530612244895,1,Moyen
1136,Tsévié,Tsévié,283.0,7.2,98.0,3238.0,35.0,40.0,Climatisé,Lundi,Soir,Bonne,76.4,3,87.5,0.3462897526501767,13.61111111111111,0.26996466431095406,127.97157622739017,113330.0,39.30555555555556,1,Élevé
1137,Tsévié,Kara,133.0,10.3,53.0,10881.0,24.0,50.0,VIP,Vendredi,Après-midi,Moyenne,54.8,4,48.0,0.39849624060150374,5.1456310679611645,0.4120300751879699,57.20430107526882,261144.0,12.9126213592233,1,Faible
1138,Atakpamé,Lomé,623.0,6.9,32.0,4399.0,30.0,40.0,VIP,Vendredi,Matin,Mauvaise,77.1,4,75.0,0.051364365971107544,4.63768115942029,0.12375601926163723,239.30857874519847,131970.0,90.28985507246377,1,Moyen
1139,Atakpamé,Tsévié,443.0,4.8,112.0,5565.0,48.0,70.0,VIP,Mercredi,Après-midi,Moyenne,36.3,5,68.57142857142857,0.2528216704288939,23.333333333333336,0.081941309255079,570.0804289544236,267120.0,92.29166666666667,1,Moyen
1140,Tsévié,Atakpamé,333.0,2.8,169.0,6599.0,58.0,60.0,Climatisé,Mardi,Matin,Mauvaise,33.5,1,96.66666666666667,0.5075075075075075,60.35714285714286,0.1006006006006006,559.8260869565217,382742.0,118.92857142857143,1,Élevé
1141,Atakpamé,Dapaong,561.0,6.0,111.0,2998.0,12.0,50.0,VIP,Lundi,Soir,Moyenne,43.0,5,24.0,0.19786096256684493,18.5,0.0766488413547237,153.0,35976.0,93.5,1,Faible
1142,Sokodé,Sokodé,286.0,7.4,103.0,6904.0,10.0,50.0,Climatisé,Jeudi,Après-midi,Bonne,73.7,4,20.0,0.36013986013986016,13.918918918918918,0.2576923076923077,38.28647925033467,69040.0,38.648648648648646,1,Faible
1143,Lomé,Sokodé,231.0,6.3,70.0,6599.0,46.0,50.0,VIP,Mercredi,Soir,Moyenne,78.1,1,92.0,0.30303030303030304,11.11111111111111,0.33809523809523806,134.33628318584073,303554.0,36.666666666666664,1,Élevé
1144,Tsévié,Tsévié,382.0,4.9,126.0,11019.0,13.0,70.0,VIP,Vendredi,Après-midi,Moyenne,42.6,1,18.571428571428573,0.3298429319371728,25.71428571428571,0.11151832460732984,113.89908256880733,143247.0,77.95918367346938,1,Faible
1145,Sokodé,Sokodé,569.0,3.2,125.0,3961.0,39.0,60.0,VIP,Vendredi,Matin,Bonne,36.1,1,65.0,0.21968365553602812,39.0625,0.06344463971880493,598.1401617250674,154479.0,177.8125,1,Moyen
1146,Sokodé,Dapaong,94.0,9.1,68.0,6797.0,39.0,40.0,Climatisé,Vendredi,Matin,Moyenne,76.7,2,97.5,0.723404255319149,7.472527472527473,0.8159574468085107,47.18146718146718,265083.0,10.32967032967033,1,Élevé
1147,Dapaong,Tsévié,644.0,6.9,100.0,5360.0,30.0,30.0,VIP,Mercredi,Matin,Bonne,69.8,5,100.0,0.15527950310559005,14.492753623188404,0.10838509316770185,272.8813559322034,160800.0,93.33333333333333,1,Élevé
1148,Atakpamé,Lomé,641.0,9.4,158.0,1944.0,60.0,60.0,VIP,Vendredi,Matin,Mauvaise,27.7,5,100.0,0.24648985959438377,16.80851063829787,0.04321372854914197,1340.0696864111499,116640.0,68.19148936170212,1,Élevé
1149,Kara,Tsévié,51.0,8.0,168.0,4495.0,16.0,30.0,VIP,Vendredi,Après-midi,Mauvaise,25.9,4,53.333333333333336,3.2941176470588234,21.0,0.5078431372549019,30.33457249070632,71920.0,6.375,1,Moyen
1150,Tsévié,Sokodé,648.0,7.7,127.0,9980.0,14.0,40.0,VIP,Mercredi,Soir,Moyenne,38.8,2,35.0,0.19598765432098766,16.493506493506494,0.05987654320987654,227.93969849246233,139720.0,84.15584415584415,1,Faible
1151,Tsévié,Lomé,110.0,11.9,67.0,11728.0,68.0,70.0,Standard,Lundi,Soir,Mauvaise,46.4,3,97.14285714285714,0.6090909090909091,5.630252100840336,0.4218181818181818,157.80590717299577,797504.0,9.243697478991596,1,Élevé
1152,Sokodé,Lomé,311.0,6.9,168.0,5095.0,8.0,40.0,VIP,Samedi,Matin,Moyenne,42.1,5,20.0,0.5401929260450161,24.34782608695652,0.13536977491961416,57.72621809744779,40760.0,45.07246376811594,1,Faible
1153,Kara,Tsévié,481.0,7.4,167.0,4315.0,28.0,30.0,Climatisé,Mardi,Matin,Moyenne,32.1,2,93.33333333333333,0.3471933471933472,22.567567567567565,0.06673596673596674,406.8882175226586,120820.0,65.0,1,Élevé
1154,Tsévié,Atakpamé,264.0,4.6,104.0,3998.0,44.0,70.0,VIP,Mercredi,Matin,Mauvaise,47.5,3,62.857142857142854,0.3939393939393939,22.608695652173914,0.17992424242424243,239.50515463917526,175912.0,57.39130434782609,1,Moyen
1155,Atakpamé,Kara,273.0,3.5,90.0,9979.0,6.0,40.0,Standard,Jeudi,Soir,Moyenne,49.5,5,15.0,0.32967032967032966,25.714285714285715,0.1813186813186813,32.43564356435643,59874.0,78.0,1,Faible
1156,Atakpamé,Kara,120.0,11.5,74.0,8941.0,46.0,60.0,Standard,Vendredi,Matin,Bonne,50.1,5,76.66666666666667,0.6166666666666667,6.434782608695652,0.41750000000000004,108.02348336594912,411286.0,10.434782608695652,1,Moyen
1157,Kara,Atakpamé,643.0,11.9,152.0,10023.0,10.0,40.0,Climatisé,Samedi,Soir,Moyenne,77.5,4,25.0,0.2363919129082426,12.773109243697478,0.12052877138413685,81.91082802547771,100230.0,54.03361344537815,1,Faible
1158,Tsévié,Lomé,355.0,11.3,86.0,5270.0,43.0,70.0,Standard,Mercredi,Après-midi,Moyenne,59.1,3,61.42857142857143,0.24225352112676057,7.610619469026548,0.16647887323943664,253.99334442595674,226610.0,31.41592920353982,1,Moyen
1159,Atakpamé,Atakpamé,393.0,3.0,169.0,2247.0,40.0,40.0,Standard,Vendredi,Après-midi,Bonne,18.6,2,100.0,0.4300254452926209,56.333333333333336,0.04732824427480917,802.0408163265306,89880.0,131.0,1,Élevé
1160,Lomé,Kara,412.0,6.9,44.0,9275.0,30.0,30.0,Standard,Jeudi,Matin,Mauvaise,22.2,3,100.0,0.10679611650485436,6.3768115942028984,0.053883495145631066,532.7586206896552,278250.0,59.71014492753623,1,Élevé
1161,Tsévié,Atakpamé,245.0,8.2,93.0,3086.0,11.0,50.0,Climatisé,Vendredi,Après-midi,Mauvaise,47.349999999999994,5,22.0,0.3795918367346939,11.341463414634147,0.19326530612244897,55.73940020682524,33946.0,29.87804878048781,1,Faible
1162,Tsévié,Sokodé,558.0,5.8,87.0,6225.0,42.0,50.0,VIP,Lundi,Après-midi,Bonne,23.7,5,84.0,0.15591397849462366,15.0,0.04247311827956989,948.8259109311741,261450.0,96.20689655172414,1,Élevé
1163,Tsévié,Atakpamé,184.0,4.0,57.0,6395.0,10.0,70.0,VIP,Mercredi,Matin,Moyenne,69.8,4,14.285714285714285,0.30978260869565216,14.25,0.3793478260869565,25.98870056497175,63950.0,46.0,1,Faible
1164,Tsévié,Lomé,633.0,10.2,167.0,9595.0,30.0,30.0,VIP,Lundi,Après-midi,Moyenne,17.9,2,100.0,0.2638230647709321,16.372549019607845,0.028278041074249603,1004.7619047619048,287850.0,62.05882352941177,1,Élevé
1165,Dapaong,Lomé,416.0,9.6,82.0,6599.0,38.0,50.0,Climatisé,Vendredi,Matin,Bonne,53.3,5,76.0,0.1971153846153846,8.541666666666668,0.128125,291.12338858195216,250762.0,43.333333333333336,1,Moyen
1166,Kara,Lomé,88.0,8.4,51.0,9991.0,60.0,60.0,VIP,Mercredi,Après-midi,Bonne,42.5,4,100.0,0.5795454545454546,6.071428571428571,0.48295454545454547,121.37931034482759,599460.0,10.476190476190476,1,Élevé
1167,Atakpamé,Tsévié,356.0,6.9,26.0,4366.0,14.0,60.0,VIP,Mardi,Après-midi,Moyenne,64.6,3,23.333333333333332,0.07303370786516854,3.7681159420289854,0.18146067415730335,75.97560975609757,61124.0,51.59420289855072,0,Faible
1168,Dapaong,Tsévié,301.0,10.2,100.0,8876.0,21.0,40.0,Standard,Jeudi,Après-midi,Bonne,40.9,3,52.5,0.33222591362126247,9.803921568627452,0.13588039867109633,150.85918854415274,186396.0,29.50980392156863,1,Moyen
1169,Sokodé,Lomé,450.0,6.9,122.0,9662.0,21.0,60.0,VIP,Samedi,Matin,Mauvaise,36.5,3,35.0,0.27111111111111114,17.681159420289855,0.0811111111111111,252.0,202902.0,65.21739130434783,1,Faible
1170,Atakpamé,Dapaong,97.0,6.9,155.0,10090.0,21.0,30.0,Standard,Samedi,Après-midi,Moyenne,60.3,4,70.0,1.597938144329897,22.463768115942027,0.6216494845360825,33.2300163132137,211890.0,14.057971014492752,1,Moyen
1171,Atakpamé,Sokodé,285.0,4.7,163.0,9466.0,33.0,50.0,Climatisé,Mardi,Après-midi,Bonne,16.5,1,66.0,0.5719298245614035,34.680851063829785,0.05789473684210526,537.4285714285714,312378.0,60.638297872340424,1,Moyen
1172,Kara,Sokodé,355.0,11.4,93.0,10789.0,13.0,30.0,Standard,Vendredi,Matin,Bonne,54.6,2,43.333333333333336,0.2619718309859155,8.157894736842104,0.15380281690140846,83.00359712230215,140257.0,31.140350877192983,1,Faible
1173,Tsévié,Atakpamé,295.0,6.9,99.0,1644.0,30.0,30.0,VIP,Mercredi,Matin,Moyenne,79.2,3,100.0,0.33559322033898303,14.347826086956522,0.2684745762711864,110.34912718204488,49320.0,42.7536231884058,1,Élevé
1174,Sokodé,Atakpamé,276.0,9.5,25.0,2389.0,36.0,50.0,VIP,Samedi,Soir,Bonne,16.0,3,72.0,0.09057971014492754,2.6315789473684212,0.057971014492753624,584.4705882352941,86004.0,29.05263157894737,0,Moyen
1175,Kara,Sokodé,422.0,9.2,164.0,2582.0,16.0,40.0,VIP,Mercredi,Soir,Mauvaise,75.8,3,40.0,0.3886255924170616,17.826086956521742,0.17962085308056872,87.91666666666667,41312.0,45.869565217391305,1,Faible
1176,Tsévié,Atakpamé,594.0,10.0,13.0,5565.0,6.0,50.0,Climatisé,Jeudi,Soir,Bonne,73.3,1,12.0,0.021885521885521887,1.3,0.1234006734006734,47.96769851951548,33390.0,59.4,0,Faible
1177,Kara,Kara,566.0,6.9,111.0,3734.0,37.0,50.0,VIP,Mercredi,Après-midi,Bonne,43.1,1,74.0,0.196113074204947,16.08695652173913,0.07614840989399294,474.875283446712,138158.0,82.02898550724638,1,Moyen
1178,Atakpamé,Atakpamé,397.0,7.9,54.0,9600.0,39.0,50.0,VIP,Jeudi,Soir,Mauvaise,47.349999999999994,2,78.0,0.13602015113350127,6.8354430379746836,0.11926952141057932,320.22750775594625,374400.0,50.25316455696202,1,Moyen
1179,Tsévié,Kara,202.0,3.6,33.0,10205.0,6.0,50.0,VIP,Samedi,Après-midi,Mauvaise,79.7,4,12.0,0.16336633663366337,9.166666666666666,0.39455445544554457,15.018587360594795,61230.0,56.11111111111111,1,Faible
1180,Tsévié,Sokodé,355.0,4.1,57.0,4908.0,13.0,60.0,Standard,Mardi,Après-midi,Moyenne,48.8,2,21.666666666666668,0.16056338028169015,13.902439024390246,0.13746478873239437,92.6706827309237,63804.0,86.58536585365854,1,Faible
1181,Lomé,Dapaong,355.0,3.2,3.0,7843.0,50.0,50.0,VIP,Mercredi,Soir,Moyenne,27.2,3,100.0,0.008450704225352112,0.9375,0.07661971830985916,629.4326241134752,392150.0,110.9375,0,Élevé
1182,Sokodé,Sokodé,208.0,9.3,99.0,10274.0,63.0,70.0,Climatisé,Dimanche,Matin,Mauvaise,60.1,2,90.0,0.47596153846153844,10.64516129032258,0.2889423076923077,214.46808510638297,647262.0,22.36559139784946,1,Élevé
1183,Atakpamé,Atakpamé,216.0,7.4,68.0,3056.0,33.0,40.0,Climatisé,Mardi,Matin,Mauvaise,17.2,3,82.5,0.3148148148148148,9.18918918918919,0.07962962962962962,391.64835164835165,100848.0,29.18918918918919,1,Élevé
1184,Atakpamé,Atakpamé,566.0,6.5,156.0,8531.0,50.0,50.0,Standard,Samedi,Matin,Bonne,39.9,1,100.0,0.2756183745583039,24.0,0.07049469964664311,691.9315403422983,426550.0,87.07692307692308,1,Élevé
1185,Kara,Kara,152.0,10.8,112.0,3665.0,30.0,30.0,VIP,Jeudi,Soir,Bonne,28.9,5,100.0,0.7368421052631579,10.37037037037037,0.1901315789473684,152.5083612040134,109950.0,14.074074074074073,1,Élevé
1186,Sokodé,Atakpamé,540.0,2.3,13.0,10318.0,33.0,50.0,Climatisé,Vendredi,Après-midi,Moyenne,47.349999999999994,1,66.0,0.024074074074074074,5.6521739130434785,0.08768518518518517,368.56256463288526,340494.0,234.7826086956522,0,Moyen
1187,Lomé,Dapaong,632.0,5.6,138.0,3296.0,40.0,40.0,Standard,Lundi,Soir,Mauvaise,36.0,2,100.0,0.21835443037974683,24.642857142857146,0.056962025316455694,683.2432432432432,131840.0,112.85714285714286,1,Élevé
1188,Atakpamé,Dapaong,93.0,3.0,52.0,6599.0,37.0,60.0,Standard,Vendredi,Après-midi,Mauvaise,33.7,4,61.66666666666667,0.5591397849462365,17.333333333333332,0.3623655913978495,99.16426512968299,244163.0,31.0,1,Moyen
1189,Sokodé,Sokodé,356.0,1.5,143.0,9497.0,22.0,70.0,Climatisé,Jeudi,Après-midi,Moyenne,25.0,5,31.428571428571427,0.40168539325842695,95.33333333333333,0.0702247191011236,301.2307692307692,208934.0,237.33333333333334,1,Faible
1190,Dapaong,Lomé,586.0,5.4,72.0,6642.0,69.0,70.0,VIP,Jeudi,Après-midi,Mauvaise,70.7,3,98.57142857142858,0.12286689419795221,13.333333333333332,0.12064846416382254,563.9330543933054,458298.0,108.5185185185185,1,Élevé
1191,Tsévié,Dapaong,580.0,6.8,118.0,6218.0,27.0,70.0,Standard,Vendredi,Soir,Bonne,34.3,1,38.57142857142858,0.20344827586206896,17.352941176470587,0.059137931034482755,443.6260623229462,167886.0,85.29411764705883,1,Faible
1192,Lomé,Kara,66.0,2.1,131.0,4777.0,51.0,70.0,Standard,Dimanche,Après-midi,Moyenne,77.6,2,72.85714285714285,1.9848484848484849,62.38095238095238,1.1757575757575758,42.824427480916036,243627.0,31.428571428571427,1,Moyen
1193,Dapaong,Atakpamé,530.0,5.9,22.0,1597.0,40.0,40.0,VIP,Lundi,Soir,Moyenne,79.0,1,100.0,0.04150943396226415,3.7288135593220337,0.1490566037735849,265.0,63880.0,89.83050847457626,0,Élevé
1194,Atakpamé,Lomé,504.0,3.8,128.0,9225.0,27.0,50.0,Climatisé,Dimanche,Matin,Bonne,69.8,5,54.0,0.25396825396825395,33.68421052631579,0.1384920634920635,192.20338983050848,249075.0,132.63157894736844,1,Moyen
1195,Dapaong,Kara,355.0,6.4,67.0,4722.0,50.0,50.0,VIP,Mardi,Après-midi,Moyenne,20.0,5,100.0,0.18873239436619718,10.46875,0.056338028169014086,845.2380952380952,236100.0,55.46875,1,Élevé
1196,Tsévié,Lomé,386.0,9.5,132.0,2022.0,28.0,60.0,Climatisé,Samedi,Soir,Bonne,31.1,2,46.666666666666664,0.34196891191709844,13.894736842105264,0.0805699481865285,336.6978193146417,56616.0,40.63157894736842,1,Faible
1197,Lomé,Lomé,380.0,6.0,90.0,9776.0,30.0,50.0,Climatisé,Samedi,Soir,Bonne,35.4,4,60.0,0.23684210526315788,15.0,0.0931578947368421,313.1868131868132,293280.0,63.333333333333336,1,Moyen
1198,Atakpamé,Lomé,255.0,3.0,10.0,6599.0,30.0,30.0,VIP,Mardi,Après-midi,Mauvaise,45.7,3,100.0,0.0392156862745098,3.3333333333333335,0.17921568627450982,163.81156316916488,197970.0,85.0,0,Élevé
1199,Atakpamé,Dapaong,468.0,6.9,131.0,9874.0,30.0,30.0,VIP,Lundi,Après-midi,Moyenne,69.8,1,100.0,0.2799145299145299,18.98550724637681,0.14914529914529914,198.3050847457627,296220.0,67.82608695652173,1,Élevé
1200,Dapaong,Atakpamé,211.0,2.9,132.0,8512.0,70.0,70.0,VIP,Samedi,Soir,Mauvaise,53.8,2,100.0,0.6255924170616114,45.51724137931035,0.2549763033175355,269.5255474452555,595840.0,72.75862068965517,1,Élevé
1201,Sokodé,Lomé,403.0,10.4,66.0,6189.0,39.0,40.0,Climatisé,Mercredi,Après-midi,Mauvaise,47.349999999999994,1,97.5,0.16377171215880892,6.346153846153846,0.11749379652605457,325.0672182006205,241371.0,38.75,1,Élevé
1202,Atakpamé,Lomé,397.0,8.1,32.0,7832.0,9.0,60.0,Standard,Lundi,Matin,Moyenne,33.6,1,15.0,0.08060453400503778,3.9506172839506175,0.08463476070528968,103.26589595375722,70488.0,49.01234567901235,1,Faible
1203,Tsévié,Sokodé,136.0,6.9,160.0,5255.0,50.0,50.0,Climatisé,Mardi,Après-midi,Mauvaise,22.0,5,100.0,1.1764705882352942,23.18840579710145,0.16176470588235295,295.6521739130435,262750.0,19.71014492753623,1,Élevé
1204,Lomé,Atakpamé,355.0,7.0,122.0,10102.0,60.0,60.0,VIP,Dimanche,Après-midi,Bonne,47.349999999999994,1,100.0,0.3436619718309859,17.428571428571427,0.13338028169014082,440.53774560496385,606120.0,50.714285714285715,1,Élevé
1205,Atakpamé,Dapaong,400.0,6.5,154.0,11786.0,48.0,50.0,VIP,Jeudi,Soir,Mauvaise,66.0,1,96.0,0.385,23.692307692307693,0.165,286.56716417910445,565728.0,61.53846153846154,1,Élevé
1206,Sokodé,Atakpamé,185.0,10.3,11.0,7531.0,13.0,70.0,Climatisé,Jeudi,Matin,Moyenne,54.2,3,18.571428571428573,0.05945945945945946,1.0679611650485437,0.292972972972973,43.56884057971014,97903.0,17.961165048543688,0,Faible
1207,Sokodé,Tsévié,438.0,10.4,119.0,6889.0,22.0,30.0,Climatisé,Vendredi,Soir,Moyenne,66.0,4,73.33333333333333,0.271689497716895,11.442307692307692,0.1506849315068493,143.82089552238807,151558.0,42.11538461538461,1,Moyen
1208,Atakpamé,Dapaong,403.0,6.9,20.0,3772.0,50.0,50.0,Standard,Vendredi,Après-midi,Moyenne,49.3,3,100.0,0.04962779156327544,2.898550724637681,0.12233250620347394,400.59642147117296,188600.0,58.405797101449274,0,Élevé
1209,Lomé,Tsévié,613.0,10.1,14.0,10243.0,34.0,60.0,Standard,Samedi,Après-midi,Moyenne,53.8,4,56.666666666666664,0.022838499184339316,1.3861386138613863,0.08776508972267537,380.3284671532847,348262.0,60.693069306930695,0,Moyen
1210,Kara,Lomé,355.0,7.9,47.0,4169.0,46.0,70.0,VIP,Mardi,Matin,Moyenne,61.6,5,65.71428571428571,0.1323943661971831,5.949367088607595,0.1735211267605634,260.8626198083067,191774.0,44.936708860759495,1,Moyen
1211,Lomé,Atakpamé,463.0,7.7,150.0,5920.0,30.0,30.0,Standard,Dimanche,Après-midi,Bonne,28.8,5,100.0,0.32397408207343414,19.48051948051948,0.06220302375809935,466.10738255033556,177600.0,60.12987012987013,1,Élevé
